Unnamed: 0.1,Unnamed: 0,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud
5132393,5132393,0,18924.9,107560.0,126484.9,7768442.28,7749517.38,0
3802077,3802077,0,20946.38,5092449.9,5113396.28,3271606.19,3250659.8,0
5343265,5343265,0,16301.24,1934839.86,1951141.11,124781.53,108480.29,0
1421304,1421304,0,5003.09,55095.0,60098.09,218308.79,213305.7,0
1480118,1480118,0,8461.57,2050919.97,2059381.54,223781.02,215319.45,0
5596429,5596429,0,54770.7,22119067.53,22173838.23,4898106.1,4843335.4,0
4200717,4200717,0,11511.28,491033.16,502544.44,187490.73,175979.45,0
2839984,2839984,0,14086.89,3329177.24,3343264.13,1010977.88,996890.98,0
2781603,2781603,0,37656.03,6786372.78,6824028.81,23285204.39,23247548.36,0
6146403,6146403,0,18245.77,216209.0,234454.77,4015266.89,3997021.11,0
3294279,3294279,0,9884.1,289998.66,299882.77,898960.83,889076.72,0
40628,40628,0,14016.08,7137971.72,7151987.8,189990.43,175974.35,0
6019650,6019650,0,19577.33,3065511.14,3085088.47,30406.25,10828.92,0
1591618,1591618,0,34666.75,17494906.39,17529573.14,78235.0,49682.74,0
3291010,3291010,0,9049.15,56780.0,65829.15,359315.71,350266.56,0
3006004,3006004,0,8176.36,67029.0,75205.36,0.0,0.0,0
29268,29268,0,4130.94,1343612.89,1347743.83,69572.53,65441.59,0
1535672,1535672,0,13446.34,4988824.48,5002270.81,117613.85,104167.52,0
5785894,5785894,0,20484.39,3531496.08,3551980.47,774182.12,753697.73,0
1365387,1365387,0,27978.08,13823335.14,13851313.22,28688.7,710.62,0
3636985,3636985,0,11564.69,1248524.07,1260088.75,80671.08,69106.39,0
1237726,1237726,0,10855.67,3408507.84,3419363.51,1007599.2,996743.53,0
1162386,1162386,0,4258.81,45877.0,50135.81,0.0,0.0,0
1082737,1082737,0,24506.59,12074359.54,12098866.13,186078.38,161571.79,0
6016866,6016866,0,33807.24,10749976.03,10783783.27,1615459.5,1581652.27,0
859152,859152,0,4912.51,12734.0,17646.51,1705715.83,1700803.31,0
6068447,6068447,0,31931.85,10320041.27,10351973.12,70876.85,38944.99,0
2148260,2148260,0,21628.89,9089181.09,9110809.98,68792.24,47163.35,0
1991110,1991110,0,22439.5,9736179.2,9758618.7,134113.96,111674.46,0
1560421,1560421,0,16349.47,6350136.86,6366486.33,809792.32,793442.85,0
4034946,4034946,0,24476.95,5921735.76,5946212.71,5367141.08,5342664.13,0
3582834,3582834,0,15558.61,3658693.32,3674251.93,173519.39,157960.78,0
6156335,6156335,0,14852.07,3039.0,17891.07,201819.45,186967.38,0
1076790,1076790,0,7113.07,1570598.75,1577711.82,29772.0,240431.07,0
3434088,3434088,0,21150.95,6302966.61,6324117.56,1970524.67,1949373.72,0
1741950,1741950,0,19506.53,5044855.24,5064361.77,6992724.47,6973217.94,0
4218801,4218801,0,38918.64,12379234.97,12418153.61,9281329.68,9242411.04,0
6160823,6160823,0,14965.91,18467.0,33432.91,316691.28,301725.37,0
4613199,4613199,0,24524.77,6801616.62,6826141.39,2038004.97,2013480.21,0
2873708,2873708,0,18030.84,5957128.88,5975159.72,236317.34,218286.5,0
3706392,3706392,0,26680.25,9993748.6,10020428.85,354207.64,327527.39,0
1713138,1713138,0,11995.74,3814700.25,3826695.98,290828.72,278832.98,0
2123181,2123181,0,7810.54,610763.13,618573.67,750459.35,742648.81,0
1146001,1146001,0,12266.01,4787050.5,4799316.52,52373.81,40107.8,0
3044102,3044102,0,11367.95,61246.0,72613.95,3890855.77,3879487.81,0
59297,59297,0,51687.2,21908150.45,21959837.65,1782714.29,7419120.26,0
1669348,1669348,0,7816.82,1428304.4,1436121.22,197777.82,189961.0,0
1880750,1880750,0,17329.83,24775.0,42104.83,14911077.88,14723703.1,0
2763050,2763050,0,18850.21,5672933.5,5691783.71,2141004.1,2122153.9,0
3216826,3216826,0,8597.32,20939.0,29536.32,88421.39,79824.07,0
4531672,4531672,0,14702.44,1594420.33,1609122.77,919366.92,904664.48,0
3210369,3210369,0,29664.64,9464870.93,9494535.58,6298406.2,6359758.5,0
3338914,3338914,0,13259.37,2511639.11,2524898.48,356939.47,343680.1,0
4020548,4020548,0,13296.27,1469954.69,1483250.97,846991.9,833695.62,0
3637898,3637898,0,27785.54,10857208.01,10884993.55,149282.97,121497.43,0
5140392,5140392,0,28855.74,9541258.86,9570114.6,308801.11,279945.37,0
152994,152994,0,3915.08,9106.0,13021.08,2355914.07,2351999.0,0
4974634,4974634,0,23020.51,3765538.33,3788558.84,5623796.42,5600775.91,0
4419275,4419275,0,22220.68,5678941.06,5701161.73,2037185.77,2014965.09,0
5318854,5318854,0,29489.36,9648316.41,9677805.77,349762.5,320273.14,0
5692926,5692926,0,23320.31,2254096.83,2277417.14,7316237.56,7292917.25,0
3987095,3987095,0,20419.94,5705539.93,5725959.87,888720.51,868300.57,0
1235253,1235253,0,4884.54,331032.0,335916.54,0.0,0.0,0
3595932,3595932,0,10452.03,205600.0,216052.03,1062195.11,1051743.09,0
891353,891353,0,4859.46,58973.0,63832.46,1437261.31,1432401.85,0
2968534,2968534,0,9498.11,10673.0,20171.11,1879564.72,1870066.61,0
480271,480271,0,5988.12,1639865.97,1645854.09,201401.39,350620.43,0
6010170,6010170,0,18143.26,2166650.53,2184793.79,167173.86,149030.6,0
393102,393102,0,3144.7,21032.0,24176.7,700760.52,697615.82,0
3856802,3856802,0,10277.4,254267.29,264544.69,38216.12,27938.72,0
5019460,5019460,0,12532.62,142334.62,154867.24,48626.68,36094.06,0
2426772,2426772,0,23843.37,9962968.0,9986811.37,254303.59,230460.22,0
519023,519023,0,22038.95,9869238.85,9891277.8,3244938.96,3222900.01,0
6115747,6115747,0,27572.66,7594617.93,7622190.59,221750.06,194177.41,0
5693812,5693812,0,26532.37,3765996.8,3792529.17,8057494.54,8030962.17,0
4036843,4036843,0,51992.45,24436666.82,24488659.27,701930.08,649937.63,0
749992,749992,0,7051.71,1033300.59,1040352.3,1111166.01,1647602.2,0
4085389,4085389,0,10511.42,93887.0,104398.42,25203.56,14692.13,0
3450962,3450962,0,10031.46,20629.0,30660.46,1309979.9,1299948.44,0
479555,479555,0,3795.38,0.0,3795.38,580732.81,886255.71,0
835277,835277,0,6759.23,1350130.94,1356890.17,1236224.29,1229465.06,0
3014691,3014691,0,15176.6,4084327.33,4099503.93,295654.45,280477.85,0
3508151,3508151,0,16870.67,4460174.26,4477044.93,280041.19,263170.51,0
498005,498005,0,2884.36,48194.0,51078.36,65489.37,62605.01,0
391407,391407,0,2593.76,16157.0,18750.76,0.0,0.0,0
5071120,5071120,0,12576.54,102.0,12678.54,274399.09,261822.55,0
3171207,3171207,0,14114.13,3367038.99,3381153.11,27881.1,13766.97,0
4981739,4981739,0,13392.33,71144.0,84536.33,1326442.33,1313050.0,0
978383,978383,0,4095.46,71742.0,75837.46,250439.85,246344.39,0
4855177,4855177,0,11994.03,34836.0,46830.03,0.0,0.0,0
3391094,3391094,0,8977.32,59452.0,68429.32,0.0,0.0,0
4110215,4110215,0,10485.04,10411.0,20896.04,119631.29,109146.25,0
5992034,5992034,0,17255.72,10946.0,28201.72,3665216.93,3647961.21,0
4863334,4863334,0,21174.77,5238580.18,5259754.95,480501.91,459327.14,0
395584,395584,0,40496.32,22018549.83,22059046.15,944100.35,903604.03,0
5006263,5006263,0,12410.89,435.0,12845.89,190973.83,178562.95,0
3301014,3301014,0,12430.01,50191.0,62621.01,4640452.42,4628022.41,0
1794815,1794815,0,6200.8,126034.58,132235.38,611206.6,605005.8,0
669653,669653,0,25284.9,13028738.09,13054022.99,169849.16,144564.25,0
3014678,3014678,0,13125.41,2720345.62,2733471.03,562990.21,549864.8,0
5852248,5852248,0,30749.16,9384813.3,9415562.46,1277427.48,1193164.8,0
1303023,1303023,0,5233.68,100136.0,105369.68,248461.01,454839.92,0
650254,650254,0,12754.69,5686612.63,5699367.32,72875.94,60121.25,0
3515475,3515475,0,16798.72,3829952.87,3846751.59,1557322.44,1540523.72,0
922835,922835,0,3664.3,16484.0,20148.3,0.0,0.0,0
2433864,2433864,0,8311.8,871553.85,879865.65,14865.15,6553.34,0
662692,662692,0,12619.66,5348578.17,5361197.83,466765.38,497735.19,0
1608422,1608422,0,9019.9,1754038.45,1763058.35,1211136.88,1202116.98,0
2040405,2040405,0,6164.4,92012.0,98176.4,0.0,0.0,0
4455972,4455972,0,11241.48,69921.0,81162.48,0.0,0.0,0
131367,131367,0,2669.79,280335.56,283005.36,1286034.25,855977.57,0
1581542,1581542,0,14654.02,5591343.11,5605997.13,257624.83,242970.81,0
4134114,4134114,0,10462.24,14881.0,25343.24,0.0,0.0,0
522818,522818,0,5016.82,406762.09,411778.91,1856057.43,1851040.61,0
3893089,3893089,0,19103.54,1132576.02,1151679.56,9094677.6,9075574.06,0
5711988,5711988,0,23815.52,5949809.38,5973624.9,74984.99,51169.46,0
97664,97664,0,21707.26,11708975.32,11730682.57,23141.14,1433.88,0
1485775,1485775,0,20420.26,9108272.62,9128692.88,281775.09,261354.83,0
3144088,3144088,0,8532.85,20132.0,28664.85,227062.16,218529.32,0
3157638,3157638,0,19843.47,4762133.52,4781976.99,4278471.7,4258628.23,0
1246872,1246872,0,29777.8,14120499.16,14150276.96,2034342.4,2004564.6,0
1658722,1658722,0,15362.23,5566912.18,5582274.41,936347.25,920985.02,0
1956292,1956292,0,5969.07,20240.0,26209.07,145571.29,139602.22,0
391897,391897,0,23565.76,11294209.25,11317775.01,2468149.89,2444584.13,0
783400,783400,0,5007.35,900504.85,905512.2,135622.9,130615.55,0
2505814,2505814,0,8480.92,865355.98,873836.89,54569.95,46089.03,0
470049,470049,0,2344.65,10095.0,12439.65,296069.91,0.0,0
3961024,3961024,0,12069.97,203315.0,215384.97,2085728.55,2073658.58,0
5050013,5050013,0,16808.55,2594241.55,2611050.1,158118.79,141310.25,0
762611,762611,0,20361.77,10050789.87,10071151.64,53231.9,32870.13,0
1303011,1303011,0,48572.34,25293282.93,25341855.27,1409509.79,1492179.67,0
814270,814270,0,3750.71,203727.0,207477.71,0.0,0.0,0
5748923,5748923,0,20602.06,2328223.56,2348825.63,3571593.25,3550991.18,0
2506404,2506404,0,7477.95,30786.0,38263.95,572159.58,564681.63,0
5109885,5109885,0,34042.64,12234830.68,12268873.32,1036931.12,1047330.33,0
6342119,6342119,0,25634.32,6093592.62,6119226.94,398520.71,372886.39,0
6087037,6087037,0,18850.52,1646526.36,1665376.88,1928252.98,1909402.46,0
3732209,3732209,0,17812.42,4563428.04,4581240.46,658847.7,641035.28,0
2683729,2683729,0,7356.62,5079.0,12435.62,24834.61,17478.0,0
4899472,4899472,0,12590.18,289742.0,302332.18,91881.26,79291.08,0
900649,900649,0,3633.67,5572.0,9205.67,0.0,0.0,0
3708476,3708476,0,11163.52,783358.83,794522.35,450831.88,439668.36,0
5455714,5455714,0,14634.61,496830.28,511464.89,792271.72,777637.11,0
4785179,4785179,0,19060.68,3869423.99,3888484.67,982480.01,963419.33,0
821085,821085,0,7326.28,1700786.39,1708112.67,1182138.2,1204970.92,0
5905291,5905291,0,14291.19,74039.0,88330.19,0.0,0.0,0
5861588,5861588,0,27408.13,7887447.26,7914855.39,92464.17,65056.04,0
2902632,2902632,0,25011.84,6935472.91,6960484.75,6821218.52,6796206.68,0
3198836,3198836,0,8964.33,88538.13,97502.47,492227.91,483263.58,0
2280550,2280550,0,8275.56,996490.0,1004765.56,99285.49,91009.93,0
3360217,3360217,0,25217.88,9659822.63,9685040.51,193582.06,168364.18,0
1671797,1671797,0,5691.76,115200.0,120891.76,330833.24,325141.48,0
2340482,2340482,0,7116.65,228235.0,235351.65,122203.77,115087.12,0
863902,863902,0,3564.62,5164.0,8728.62,0.0,0.0,0
2072623,2072623,0,13649.12,4199176.36,4212825.48,619791.31,606142.18,0
1330826,1330826,0,5557.89,608219.09,613776.99,7109.4,1551.5,0
5433865,5433865,0,17549.41,786.0,18335.41,5536706.33,5519156.92,0
1985498,1985498,0,6206.32,33546.0,39752.32,333960.8,327754.48,0
637790,637790,0,8315.22,2890928.48,2899243.69,449193.04,440877.82,0
3465488,3465488,0,36767.64,16352700.36,16389468.0,189125.33,152357.68,0
6147177,6147177,0,16649.1,1097607.52,1114256.62,172509.12,155860.03,0
5835569,5835569,0,45699.31,17003173.6,17048872.92,3756857.68,3711158.37,0
6133661,6133661,0,14966.61,202644.74,217611.36,22223.78,7257.17,0
2342394,2342394,0,12654.24,2482710.55,2495364.79,2284293.42,2271639.18,0
2678896,2678896,0,7408.43,20243.0,27651.43,0.0,0.0,0
5602797,5602797,0,18190.09,2715229.24,2733419.33,135892.17,117702.08,0
1778495,1778495,0,5875.6,105916.0,111791.6,291443.21,285567.61,0
253549,253549,0,2542.25,484.0,3026.25,73472.94,188523.08,0
3567816,3567816,0,11627.9,1391081.94,1402709.84,90322.22,78694.32,0
4795889,4795889,0,45428.22,19694459.21,19739887.43,478951.69,433523.46,0
2711013,2711013,0,25702.81,8201409.15,8227111.96,5547055.01,5521352.19,0
5021004,5021004,0,12322.55,26407.0,38729.55,35936.75,23614.2,0
1278361,1278361,0,19749.52,9072626.1,9092375.62,50979.96,31230.44,0
3866618,3866618,0,13603.56,2122901.41,2136504.98,241029.73,227426.17,0
4192335,4192335,0,10625.62,61973.0,72598.62,0.0,0.0,0
1866289,1866289,0,5642.42,1024.0,6666.42,0.0,0.0,0
2911846,2911846,0,8370.7,119.0,8489.7,703726.53,695355.83,0
4780086,4780086,0,39754.69,16391305.78,16431060.47,405487.94,365733.25,0
5592133,5592133,0,13491.22,17741.0,31232.22,19705.95,6214.72,0
4553484,4553484,0,25689.17,8073193.8,8098882.97,981216.85,955527.68,0
5559189,5559189,0,26342.61,7084379.86,7110722.47,1202479.59,1176136.98,0
4273098,4273098,0,11838.96,30968.0,42806.96,441792.46,783126.89,0
3400675,3400675,0,10714.76,1037060.11,1047774.87,122451.58,111736.82,0
3273693,3273693,0,31736.81,13527513.18,13559249.98,418353.23,386616.42,0
5377743,5377743,0,25775.71,7506817.42,7532593.13,81920.16,56144.45,0
3081750,3081750,0,31607.25,13822246.54,13853853.79,81942.48,50335.23,0
1748896,1748896,0,19956.55,8481517.86,8501474.41,176352.83,220802.43,0
4605340,4605340,0,11416.77,10579.0,21995.77,20104.93,8688.16,0
4042057,4042057,0,10416.61,90879.0,101295.61,0.0,0.0,0
5648409,5648409,0,22280.21,4776671.9,4798952.1,781261.96,758981.75,0
5360694,5360694,0,14601.46,763563.42,778164.87,370379.67,355778.21,0
2114334,2114334,0,16501.81,3075214.4,3091716.21,6437632.9,6421131.09,0
1702910,1702910,0,15917.65,6047625.51,6063543.16,508524.74,492607.09,0
3593353,3593353,0,22646.46,6219083.92,6241730.37,3628532.32,3605885.87,0
5955537,5955537,0,14231.96,425.0,14656.96,36659.51,22427.54,0
5859550,5859550,0,16156.04,272648.93,288804.97,2073191.75,2057035.7,0
5784661,5784661,0,14610.64,99697.0,114307.64,695935.61,681324.96,0
328749,328749,0,37897.62,20827954.81,20865852.43,448171.64,410274.02,0
4659004,4659004,0,19931.62,4814992.32,4834923.95,403704.03,383772.4,0
2702118,2702118,0,10160.69,1578643.77,1588804.47,137149.14,126988.45,0
1887110,1887110,0,27436.11,12771344.21,12798780.31,253827.07,226390.96,0
1887118,1887118,0,28639.23,13397066.44,13425705.67,456948.79,428309.56,0
2129387,2129387,0,6829.21,46600.0,53429.21,371359.94,481259.9,0
2354925,2354925,0,23851.63,2160736.85,2184588.48,16885270.23,16861418.61,0
5888948,5888948,0,15135.36,505182.72,520318.09,274528.17,259392.8,0
4651587,4651587,0,18106.93,2995309.19,3013416.12,1978017.97,1959911.04,0
709947,709947,0,13464.81,5713402.24,5726867.05,753832.65,740367.83,0
1737647,1737647,0,27311.35,12436172.48,12463483.82,1191379.31,1164067.96,0
4038725,4038725,0,40118.85,17443314.73,17483433.58,549024.15,508905.3,0
4302778,4302778,0,14633.3,9532.0,24165.3,4777496.02,4762862.71,0
5365143,5365143,0,23597.56,4549480.55,4573078.11,3682588.12,3658990.56,0
2414338,2414338,0,22115.64,4248773.43,4270889.07,10174679.06,10152563.41,0
2760760,2760760,0,20932.94,7518884.43,7539817.37,873767.17,852834.23,0
4048480,4048480,0,19562.36,5375498.9,5395061.25,290787.58,271225.23,0
2458638,2458638,0,20220.6,7757697.57,7777918.17,283168.73,262948.13,0
2921300,2921300,0,14569.84,3624601.94,3639171.79,716818.44,702248.6,0
4776736,4776736,0,17623.21,2703941.53,2721564.74,1604447.59,1586824.38,0
5248718,5248718,0,18138.43,3118937.27,3137075.7,191475.44,173337.0,0
2965953,2965953,0,35979.25,16559915.94,16595895.19,63440.75,27461.5,0
3487180,3487180,0,9050.91,541.0,9591.91,0.0,0.0,0
1817490,1817490,0,43258.6,21704173.81,21747432.4,1321888.41,1278629.81,0
6013086,6013086,0,18329.18,25646.0,43975.18,4861531.11,4843201.93,0
268352,268352,0,18727.81,9420303.19,9439031.0,297510.98,440013.34,0
2761826,2761826,0,7529.87,334.0,7863.87,0.0,0.0,0
4344765,4344765,0,11730.33,55797.0,67527.33,998743.49,987013.17,0
4827849,4827849,0,11929.35,20727.0,32656.35,0.0,0.0,0
4594704,4594704,0,13869.52,1385556.68,1399426.21,214560.11,200690.59,0
4651705,4651705,0,20387.09,6749.0,27136.09,11038255.18,11017868.1,0
544164,544164,0,10051.31,2813974.46,2824025.77,3002458.82,2992407.5,0
1267043,1267043,0,4395.11,9808.0,14203.11,0.0,0.0,0
2443142,2443142,0,8546.17,624907.83,633454.0,784106.29,775560.12,0
1678643,1678643,0,6408.93,3219.0,9627.93,1449990.48,1443581.54,0
4461458,4461458,0,17822.44,3943237.35,3961059.79,123307.07,105484.63,0
927152,927152,0,7556.55,5970.0,13526.55,4860654.41,4853097.85,0
3196575,3196575,0,14160.61,1639292.23,1653452.84,3687666.13,3673505.53,0
2764421,2764421,0,12504.62,2750411.26,2762915.88,437704.46,425199.84,0
449771,449771,0,39663.72,21833408.76,21873072.48,162689.71,123025.99,0
281655,281655,0,11560.35,5385302.26,5396862.61,225743.94,214183.59,0
4849227,4849227,0,11965.17,131.0,12096.17,0.0,0.0,0
2598407,2598407,0,50381.97,24800248.23,24850630.2,1676876.32,1626494.35,0
2767579,2767579,0,7679.39,39659.0,47338.39,54399.4,46720.01,0
5426857,5426857,0,17922.27,2654795.93,2672718.2,407908.77,389986.5,0
2616493,2616493,0,27144.66,9547256.27,9574400.92,4791664.97,4764520.32,0
1346048,1346048,0,4768.36,31534.0,36302.36,217922.69,213154.33,0
5941492,5941492,0,14231.13,17376.0,31607.13,0.0,0.0,0
2229699,2229699,0,6477.44,50215.0,56692.44,15124.89,8647.44,0
988871,988871,0,3949.22,99761.0,103710.22,0.0,0.0,0
1218270,1218270,0,4434.75,82705.0,87139.75,0.0,0.0,0
5241981,5241981,0,12881.41,5408.0,18289.41,134489.39,121607.98,0
959810,959810,0,34149.05,14922709.84,14956858.89,6535452.19,6501303.14,0
1632250,1632250,0,33497.86,14515473.99,14548971.85,2396775.56,3322410.16,0
6247123,6247123,0,30153.7,8942085.09,8972238.79,250814.57,220660.87,0
4524948,4524948,0,11288.92,191.0,11479.92,87459.76,76170.84,0
3244131,3244131,0,21111.97,7307660.25,7328772.21,271696.4,250584.43,0
2072802,2072802,0,38054.82,18831876.5,18869931.32,241486.03,203431.21,0
4959179,4959179,0,21371.83,5116808.2,5138180.04,773627.2,752255.36,0
1348076,1348076,0,7208.5,1027904.6,1035113.1,1158204.25,1150995.75,0
1990197,1990197,0,6096.58,104781.0,110877.58,0.0,0.0,0
3904644,3904644,0,30754.83,11898335.1,11929089.93,904291.58,873536.76,0
815854,815854,0,12504.57,5320550.53,5333055.09,124656.17,112151.6,0
1012935,1012935,0,21742.03,10397789.92,10419531.94,390532.97,368790.94,0
5113641,5113641,0,12593.45,41101.0,53694.45,0.0,0.0,0
3561082,3561082,0,20491.67,6592423.71,6612915.38,243847.84,223356.17,0
2976707,2976707,0,38776.83,18200557.76,18239334.59,143354.28,104577.45,0
5617298,5617298,0,16423.51,1661794.75,1678218.26,161307.87,144884.36,0
5413671,5413671,0,17436.66,1382151.32,1399587.98,2547519.13,2530082.48,0
5037562,5037562,0,19625.01,4121580.04,4141205.05,409954.22,390329.21,0
2647837,2647837,0,11396.18,914489.97,925886.15,3247142.09,3235745.91,0
920161,920161,0,3728.39,10820.0,14548.39,113917.24,110188.85,0
6063592,6063592,0,22898.41,4756081.63,4778980.04,553851.8,530953.39,0
3882112,3882112,0,10012.55,48641.07,58653.62,22571.58,12559.03,0
1513914,1513914,0,10636.87,2981604.31,2992241.18,921065.87,910429.0,0
5609128,5609128,0,14257.77,1867.0,16124.77,889687.56,875429.79,0
2441017,2441017,0,6945.17,28488.83,35434.0,955.51,0.0,0
4977393,4977393,0,17958.19,3350268.16,3368226.36,111194.84,93236.65,0
